title,author,publisher,pub_date,price,score,image_src,image_name
머신러닝 탐구생활,정권우,비제이퍼블릭(BJ퍼블릭),2018년 08월,"24,300",9.7,https://image.yes24.com/goods/63830327/L,63830327
줄리아를 생각하다,벤 로언스,한빛미디어,2020년 04월,"27,000",9.3,https://image.yes24.com/goods/89643887/L,89643887
컴퓨팅 사고를 위한 파이선 입문,한옥영,성균관대학교출판부(SKKUP),2020년 03월,"25,000",,https://image.yes24.com/goods/89420814/L,89420814
텐서플로우2와 케라스를 이용한 고급딥러닝,로웰 아티엔자,DK로드,2021년 02월,"42,000",,https://image.yes24.com/goods/97912623/L,97912623
나혼자 파이썬,이창현,디지털북스,2020년 12월,"13,500",10,https://image.yes24.com/goods/95736180/L,95736180
IoT 사물인터넷을 위한 라즈베리파이 4 정석,최주호,앤써북,2019년 11월,"19,800",9,https://image.yes24.com/goods/83492347/L,83492347
파이썬을 이용한 웹크롤링과 데이터 분석,방진숙,인피니티북스,2021년 09월,"25,000",,https://image.yes24.com/goods/103631423/L,103631423
파이썬 프로그래밍,조인석,혜지원,2019년 05월,"24,300",10,https://image.yes24.com/goods/74312880/L,74312880
모의 침투 입문자를 위한 파이썬 3 활용,오동진,에이콘출판사,2020년 02월,"22,500",,https://image.yes24.com/goods/89176240/L,89176240
파이썬 코딩 알고리듬,오상문,도수서원,2017년 09월,"10,800",,https://image.yes24.com/goods/51123907/L,51123907
데이터 과학을 위한 파이썬 프로그래밍,최성철,한빛아카데미,2019년 01월,"25,000",9.8,https://image.yes24.com/goods/67738002/L,67738002
마이크로비트로 배우는 파이썬,서민우,앤써북,2020년 02월,"16,920",8.8,https://image.yes24.com/goods/86897854/L,86897854
해커의 언어 파이썬 3 입문,오동진,에이콘출판사,2018년 03월,"22,500",,https://image.yes24.com/goods/59217554/L,59217554
파이썬 오픈소스 도구를 활용한 악성코드 분석,조정원,에이콘출판사,2015년 09월,"37,800",,https://image.yes24.com/goods/20471927/L,20471927
파이썬과 함께하는 자료구조의 이해,양성봉,생능출판사,2018년 01월,"25,000",8.5,https://image.yes24.com/goods/57949931/L,57949931
프로그래머를 위한 베이지안 with 파이썬,캐머런 데이비슨 필론,길벗,2017년 11월,"24,300",8,https://image.yes24.com/goods/57237963/L,57237963
Let’s Get IT 파이썬 프로그래밍,안지혜,길벗,2021년 07월,"19,800",9.6,https://image.yes24.com/goods/102418815/L,102418815
파이썬으로 익히는 말랑말랑 알고리즘,김경록,비제이퍼블릭(BJ퍼블릭),2022년 01월,"27,000",10,https://image.yes24.com/goods/106373453/L,106373453
일 잘하는 직장인을 위한 엑셀 자동화 with 파이썬,최은석,위키북스,2020년 11월,"27,000",10,https://image.yes24.com/goods/94483920/L,94483920
파이썬과 케라스로 배우는 강화학습,이웅원,위키북스,2020년 04월,"25,200",10,https://image.yes24.com/goods/89784478/L,89784478
알기 쉬운 파이썬 SQL 코딩하기,정현희,크라운출판사,2023년 01월,"13,500",,https://image.yes24.com/goods/110795553/L,110795553
파이썬 매일 코딩,루벤 M. 러너,길벗,2021년 11월,"19,800",9,https://image.yes24.com/goods/105313851/L,105313851
새내기 파이썬,천인국,생능출판사,2022년 06월,"30,000",,https://image.yes24.com/goods/110241160/L,110241160
알짜배기 예제로 배우는 OpenCV,이정주,비제이퍼블릭(BJ퍼블릭),2020년 04월,"28,800",10,https://image.yes24.com/goods/90071418/L,90071418
OpenCV 4를 활용한 머신러닝 입문 2/e,아디타 샤르마,에이콘출판사,2020년 10월,"36,000",,https://image.yes24.com/goods/93979429/L,93979429
데이터 과학을 위한 기초수학 with 파이썬,이병준,한빛아카데미,2021년 01월,"24,700",,https://image.yes24.com/goods/96193172/L,96193172
이공학도를 위한 수치해석,최덕기,학산미디어,2019년 05월,"30,000",,https://image.yes24.com/goods/74203342/L,74203342
파이썬으로 배우는 통계학 교과서,바바 신야,한빛미디어,2019년 11월,"27,000",9,https://image.yes24.com/goods/83532333/L,83532333
보통의 취준생을 위한 코딩 테스트 with 파이썬,권국원,로드북,2022년 02월,"27,000",,https://image.yes24.com/goods/107478270/L,107478270
나만의 스마트워크 환경 만들기,박찬성,비제이퍼블릭(BJ퍼블릭),2020년 05월,"24,750",8.6,https://image.yes24.com/goods/90349631/L,90349631
당신이 지금 알아야 할 빅4 클라우드 머신러닝,이영호,비제이퍼블릭(BJ퍼블릭),2020년 03월,"23,400",6,https://image.yes24.com/goods/89641217/L,89641217
프로그래머 첫걸음,코리 알트호프,한빛미디어,2018년 01월,"17,820",9,https://image.yes24.com/goods/57617411/L,57617411
친절한 실전 딥러닝 수업,김찬란,비제이퍼블릭(BJ퍼블릭),2020년 03월,"19,800",10,https://image.yes24.com/goods/89649505/L,89649505
머신 러닝 알고리즘,주세페 보나코르소,에이콘출판사,2019년 02월,"31,500",10,https://image.yes24.com/goods/69735717/L,69735717
한국어 인공지능 1,박건숙,노드미디어,2020년 02월,"23,750",,https://image.yes24.com/goods/90000587/L,90000587
Pandas Cookbook 2/e,매트 해리슨,에이콘출판사,2020년 12월,"40,500",,https://image.yes24.com/goods/96225744/L,96225744
데이터 과학 입문,허명회,자유아카데미,2021년 09월,"20,000",,https://image.yes24.com/goods/103933663/L,103933663
인공지능,이권윤,글로벌,2018년 09월,"15,300",,https://image.yes24.com/goods/64154608/L,64154608
데이터 분석 따라하기,정철용,북넷,2021년 05월,"23,000",,https://image.yes24.com/goods/101557628/L,101557628
Kaggle 데이터 전략 실무 연습,김광용,도서출판청람(이수영),2022년 04월,"28,000",,https://image.yes24.com/goods/108943558/L,108943558
파이썬 텍스트 코딩 워크북,정재웅,삼양미디어,2022년 05월,"4,500",,https://image.yes24.com/goods/109619095/L,109619095
처음 만나는 통계와 데이터분석,윤정연,한국금융연수원,2022년 02월,"21,000",,https://image.yes24.com/goods/108463269/L,108463269
빅데이터 & 인공지능 with 생물정보학,양우진,아이콕스(iCox),2019년 06월,"20,900",,https://image.yes24.com/goods/75217610/L,75217610
배워서 바로 써먹는 데이터 분석 with 파이썬,설진욱,생능북스,2022년 04월,"23,400",9.4,https://image.yes24.com/goods/108787259/L,108787259
파이썬을 이용한 수치해석,류권규,씨아이알(CIR),2020년 12월,"35,000",,https://image.yes24.com/goods/96664844/L,96664844
Hello 실전 파이썬 프로그래밍 world,조상철,혜지원,2022년 01월,"19,800",10,https://image.yes24.com/goods/106336465/L,106336465
파이썬 프로그래밍 길라잡이,장혜진,홍릉,2022년 02월,"29,000",,https://image.yes24.com/goods/107687280/L,107687280
파이썬 스타트,박희재,인피니티북스,2022년 06월,"25,000",,https://image.yes24.com/goods/110442334/L,110442334
프로그래머가 알아야 할 알고리즘 40,임란 아마드,길벗,2022년 04월,"21,600",9.5,https://image.yes24.com/goods/109049652/L,109049652
"파이썬 기반의 AI를 위한 기초수학, 확률 및 통계",강봉주,자유아카데미,2020년 03월,"32,000",,https://image.yes24.com/goods/89594875/L,89594875
비주얼 코딩 스크래치&파이썬,캐롤 보더먼,청어람아이(청어람미디어),2016년 12월,"17,820",9.6,https://image.yes24.com/goods/34960810/L,34960810
파이썬으로 배우는 과학계산,김웅태,서울대학교출판문화원,2021년 12월,"35,000",,https://image.yes24.com/goods/106398798/L,106398798
엑셀 x 파이썬 업무 자동화,카네히로 카즈미,인사이트(insight),2020년 12월,"16,200",,https://image.yes24.com/goods/95551349/L,95551349
난생처음 컴퓨팅 사고 with 파이썬,김명호,한빛아카데미,2021년 01월,"23,000",9,https://image.yes24.com/goods/96547422/L,96547422
친절한 딥러닝 수학,다테이시 겐고,한빛미디어,2021년 03월,"25,200",8.9,https://image.yes24.com/goods/97636702/L,97636702
파이썬으로 캐글 뽀개기,Evan,비제이퍼블릭(BJ퍼블릭),2021년 08월,"27,900",9,https://image.yes24.com/goods/103319176/L,103319176
"파이썬을 이용한 머신러닝, 딥러닝 실전 개발 입문",쿠지라 히코우즈쿠에,위키북스,2019년 12월,"27,000",7,https://image.yes24.com/goods/84802550/L,84802550
파이썬 정복,김상형,한빛미디어,2018년 04월,"19,800",8.4,https://image.yes24.com/goods/59470886/L,59470886
파이썬으로 시작하는 코딩,브라이언 칼링,코딩타임,2018년 09월,"18,000",9,https://image.yes24.com/goods/64468687/L,64468687
핸즈온 파이썬을 이용한 설명가능한 AI(XAI),Denis Rothman,DK로드,2022년 01월,"42,000",,https://image.yes24.com/goods/106213437/L,106213437
파이썬으로 시작하는 컴퓨터 프로그래밍,조동영,한빛아카데미,2022년 02월,"25,000",,https://image.yes24.com/goods/107681359/L,107681359
차근차근 파이썬 코딩 실습 (기본편),류지훈,좋은땅,2020년 07월,"22,500",,https://image.yes24.com/goods/91742640/L,91742640
슬기로운 파이썬 트릭,댄 베이더,인사이트(insight),2019년 01월,"18,000",,https://image.yes24.com/goods/68835284/L,68835284
파이썬으로 배우는 Anti-Virus 구조와 원리,최원혁,비제이퍼블릭(BJ퍼블릭),2017년 09월,"30,600",10,https://image.yes24.com/goods/47245069/L,47245069
구글과 파이썬으로 시작하는 보안,김용재,비제이퍼블릭(BJ퍼블릭),2021년 08월,"29,700",10,https://image.yes24.com/goods/103385806/L,103385806
김도형의 데이터 사이언스 스쿨 수학 편,김도형,한빛미디어,2019년 11월,"49,500",9.3,https://image.yes24.com/goods/82444473/L,82444473
전공자의 데이터분석을 위한 파이썬,염기원,복두출판사,2022년 01월,"18,000",,https://image.yes24.com/goods/106713697/L,106713697
토닥토닥 파이썬 기초편,권상기,플랜투비아이플러스,2019년 04월,"22,500",,https://image.yes24.com/goods/74400855/L,74400855
인공지능 100점을 위한 파이썬 수학,임성국,비제이퍼블릭(BJ퍼블릭),2020년 04월,"21,600",9,https://image.yes24.com/goods/90073504/L,90073504
누구나 쉽게 따라하는 인공지능 (feat. 파이썬),이용권,씨마스21,2021년 08월,"18,900",9.6,https://image.yes24.com/goods/103412415/L,103412415
딥러닝을 위한 최적화와 수치해석,황윤구,남가람북스,2020년 02월,"28,800",,https://image.yes24.com/goods/86354976/L,86354976
마인크래프트와 함께 즐겁게 파이썬,최일선,비제이퍼블릭(BJ퍼블릭),2018년 11월,"23,400",8,https://image.yes24.com/goods/66884670/L,66884670
IT 비전공자를 위한 돈 버는 파이썬 코딩,비현코,디지털북스,2021년 10월,"16,200",8,https://image.yes24.com/goods/103755571/L,103755571
파이썬&인공지능&COS Pro 2급,조문기,북스홀릭퍼블리싱,2022년 02월,"19,800",,https://image.yes24.com/goods/107879815/L,107879815
창의적 프로그래밍을 위한 파이썬,한혁수,생능출판사,2016년 08월,"23,000",7,https://image.yes24.com/goods/30963475/L,30963475
프로그래밍 이론과 실습,원정임,한양대학교출판부,2022년 02월,"18,000",,https://image.yes24.com/goods/107515020/L,107515020
바로 쓰는 파이썬 : 기초 편,박진수,서울대학교출판문화원,2019년 02월,"25,000",9.8,https://image.yes24.com/goods/70750827/L,70750827
파이썬으로 쉽게 풀어쓴 자료구조,최영규,생능출판사,2020년 02월,"27,000",9,https://image.yes24.com/goods/89141599/L,89141599
파이썬으로 배우는 초중등 교과서 1,김정욱,루비페이퍼,2019년 08월,"16,200",9.7,https://image.yes24.com/goods/77986815/L,77986815
파이썬으로 배우는 딥러닝 교과서,이시카와 아키히코,한빛미디어,2020년 03월,"34,200",9.3,https://image.yes24.com/goods/89233031/L,89233031
양자 컴퓨팅 : 이론에서 응용까지,잭 히더리,에이콘출판사,2020년 09월,"31,500",,https://image.yes24.com/goods/92818636/L,92818636
학교에서 알려주지 않는 17가지 실무 개발 기술,이기곤,한빛미디어,2020년 04월,"18,000",9.3,https://image.yes24.com/goods/89906094/L,89906094
금융 데이터를 위한 파이썬,테리엇,비제이퍼블릭(BJ퍼블릭),2020년 06월,"21,600",8.5,https://image.yes24.com/goods/90593157/L,90593157
한권으로 파이썬과드론 날로먹기 인공지능편,이현종,잇플ITPLE,2021년 09월,"20,700",,https://image.yes24.com/goods/104987008/L,104987008
연오의 파이썬,박연오,인사이트(insight),2020년 12월,"17,820",9.9,https://image.yes24.com/goods/96426841/L,96426841
정치학을 위한 파이썬,엄기홍,경북대학교출판부,2018년 02월,"15,000",,https://image.yes24.com/goods/59201187/L,59201187
R과 파이썬을 활용한 논문연구법,차경천,도서출판 창명,2020년 09월,"30,000",,https://image.yes24.com/goods/92866365/L,92866365
"파이썬을 이용한 빅데이터 수집, 분석과 시각화",이원하,비팬북스(러닝스페이스),2017년 06월,"21,600",6,https://image.yes24.com/goods/42493295/L,42493295
파이썬으로 배우는 응용 텍스트 분석,벤자민 벵포트,제이펍,2019년 11월,"24,300",,https://image.yes24.com/goods/83536010/L,83536010
파이썬을 활용한 데이터 분석과 응용,이성건,자유아카데미,2021년 06월,"30,000",,https://image.yes24.com/goods/102026304/L,102026304
파이썬으로 시작하는 머신러닝+딥러닝,강지영,아이리포,2022년 05월,"19,800",,https://image.yes24.com/goods/109307433/L,109307433
핵심코어! 파이썬 프로그래밍,최희식,인피니티북스,2022년 03월,"23,000",,https://image.yes24.com/goods/108038660/L,108038660
이젠 나도! 파이썬,이지선,성안당,2019년 10월,"22,500",9.8,https://image.yes24.com/goods/79668579/L,79668579
모두의 파이썬&알고리즘 합본호,이승찬,길벗,2018년 12월,"23,400",10,https://image.yes24.com/goods/67327129/L,67327129
미적분과 벡터해석 기초,심성아,경문사,2022년 02월,"17,000",,https://image.yes24.com/goods/107907769/L,107907769
엑셀과 비교하며 배우는 파이썬 데이터 분석,장쥔홍,제이펍,2021년 06월,"21,600",10,https://image.yes24.com/goods/102087103/L,102087103
파이썬 프로그래밍,김동근,가메출판사,2016년 07월,"25,200",,https://image.yes24.com/goods/29652084/L,29652084
파이썬 첫걸음,James R. Payne,잇플ITPLE,2020년 12월,"23,400",9.9,https://image.yes24.com/goods/96685376/L,96685376
컴퓨팅 사고를 위한 파이썬,한선관,생능출판사,2022년 01월,"28,500",,https://image.yes24.com/goods/105866809/L,105866809
파이썬 훈련소,북마크,BOOKK(부크크),2022년 07월,"9,300",,https://image.yes24.com/goods/111098549/L,111098549
딥러닝 머신러닝을 위한 파이썬 넘파이,문용준,잇플ITPLE,2020년 06월,"31,500",9.3,https://image.yes24.com/goods/90496469/L,90496469
파이썬으로 경험하는 빅데이터 분석과 머신러닝,이영호,생능출판사,2021년 02월,"27,000",10,https://image.yes24.com/goods/97548788/L,97548788
파이썬 마스터,강윤희,명진씨앤피,2021년 06월,"16,200",3,https://image.yes24.com/goods/102395724/L,102395724
배프의 오지랖 파이썬 웹프로그래밍,배프,디지털북스,2019년 03월,"19,800",7.3,https://image.yes24.com/goods/69758579/L,69758579
코딩 더 매트릭스,Philip N. Klein,루비페이퍼,2015년 05월,"43,200",8,https://image.yes24.com/goods/17967245/L,17967245
"한 번 배운 파이썬, 나만의 활용 스킬",이강성,프리렉,2020년 07월,"18,000",8.5,https://image.yes24.com/goods/91227262/L,91227262
파이썬으로 배우는 초중등 교과서 2,김정욱,루비페이퍼,2019년 08월,"16,200",9.6,https://image.yes24.com/goods/77986838/L,77986838
Creative Computing,박희진,한양대학교출판부,2018년 02월,"17,000",10,https://image.yes24.com/goods/58699462/L,58699462
심층 강화학습 인 액션,알렉스 짜이,제이펍,2020년 11월,"27,000",9.4,https://image.yes24.com/goods/94883164/L,94883164
Make: 라즈베리 파이 로봇,이하영,한빛미디어,2015년 09월,"16,200",6,https://image.yes24.com/goods/20052237/L,20052237
파이썬으로 배우는 디지털 신호처리,하석운,생능출판사,2020년 06월,"26,000",,https://image.yes24.com/goods/90770850/L,90770850
나는 파이썬으로 피지컬 컴퓨팅한다,최정원,씨마스,2022년 03월,"18,000",,https://image.yes24.com/goods/110126180/L,110126180
통계학 : 파이썬을 이용한 분석,인하대학교 통계학과,자유아카데미,2022년 06월,"32,000",,https://image.yes24.com/goods/110242564/L,110242564
WONDER 파이썬,조성호,인피니티북스,2022년 07월,"28,000",,https://image.yes24.com/goods/110677469/L,110677469
colab에서 파이썬 빅데이터 처리,진하수,BOOKK(부크크),2022년 06월,"19,900",,https://image.yes24.com/goods/110365450/L,110365450
나의 첫 머신러닝/딥러닝,허민석,위키북스,2020년 07월,"23,400",,https://image.yes24.com/goods/91332834/L,91332834
창의적 문제 해결을 위한 파이썬 프로그래밍,김진일,연두에디션,2020년 02월,"23,000",10,https://image.yes24.com/goods/88319103/L,88319103
프로그래밍의 정석 : 파이썬,도경구,생능출판사,2020년 12월,"25,200",10,https://image.yes24.com/goods/96546953/L,96546953
더 괜찮은 QA가 되기 위한 프랙티컬 테스트 자동화,정상미,프리렉,2018년 09월,"27,000",,https://image.yes24.com/goods/64498456/L,64498456
파이썬 OpenCV를 이용한 영상처리,허진경,BOOKK(부크크),2021년 09월,"25,000",,https://image.yes24.com/goods/104409077/L,104409077
400제로 배우는 파이썬 입문,김범준,심통,2021년 10월,"25,200",10,https://image.yes24.com/goods/104471288/L,104471288
이게 진짜 파이썬EASY!,감무철,책밥,2022년 03월,"23,400",9.8,https://image.yes24.com/goods/108017154/L,108017154
파이썬 네트워크 프로그래밍,서열규,복두출판사,2022년 02월,"28,000",,https://image.yes24.com/goods/107654336/L,107654336
내손으로 파이썬,코딩로봇연구소,코딩엑스,2021년 05월,"12,600",9.5,https://image.yes24.com/goods/102283183/L,102283183
Flask 기반의 파이썬 웹 프로그래밍,이지호,제이펍,2016년 05월,"29,700",5.5,https://image.yes24.com/goods/27640037/L,27640037
코딩 강화 파이썬,이규호,제이펍,2019년 06월,"17,820",9,https://image.yes24.com/goods/74589276/L,74589276
딥러닝에 목마른 사람들을 위한 PyTorch,장지수,비제이퍼블릭(BJ퍼블릭),2019년 06월,"21,600",,https://image.yes24.com/goods/74806767/L,74806767
파이썬의 정석,시바타 보요,루비페이퍼,2021년 03월,"23,400",9.7,https://image.yes24.com/goods/97956656/L,97956656
한 권으로 끝내는 파이썬,김명호,에듀웨이,2019년 05월,"16,200",9.2,https://image.yes24.com/goods/73163943/L,73163943
손에 잡히는 파이썬,문용준,비제이퍼블릭(BJ퍼블릭),2018년 03월,"39,600",8.2,https://image.yes24.com/goods/59440152/L,59440152
파이썬 핵심 개발자들과의 인터뷰,마이크 드리스콜,터닝포인트,2019년 01월,"16,920",8,https://image.yes24.com/goods/67340568/L,67340568
파이썬으로 배우는 머신러닝,김화종,홍릉과학출판사,2022년 06월,"26,000",,https://image.yes24.com/goods/110509638/L,110509638
컴퓨팅 기반 문제해결 with 파이썬,장은실,인피니티북스,2022년 01월,"20,000",,https://image.yes24.com/goods/107460117/L,107460117
데이터 시각화 with 파이썬,설진욱,아이콕스(iCox),2021년 03월,"26,600",,https://image.yes24.com/goods/97965632/L,97965632
파이썬으로 배우는 컴퓨팅 사고,김완섭,인피니티북스,2020년 02월,"17,000",4,https://image.yes24.com/goods/70749127/L,70749127
파이썬과 피지컬 컴퓨팅,목원대학교 스톡스대학 SW교양학부,인피니티북스,2020년 08월,"14,000",,https://image.yes24.com/goods/92080328/L,92080328
텐서플로 2와 케라스로 구현하는 딥러닝 2/e,안토니오 걸리,에이콘출판사,2020년 04월,"38,700",10,https://image.yes24.com/goods/90039994/L,90039994
코딩과 스토리텔링,백성욱,생능출판사,2021년 03월,"25,000",,https://image.yes24.com/goods/97986564/L,97986564
스크래치와 파이썬으로 풀어보는 컴퓨팅 사고,김성애,인피니티북스,2022년 03월,"25,000",,https://image.yes24.com/goods/107994452/L,107994452
문제해결과 컴퓨팅 사고를 위한 파이썬,천인국,인피니티북스,2017년 08월,"12,000",,https://image.yes24.com/goods/46176430/L,46176430
코드업과 함께 하는 파이썬&문제 해결,배준호,삼양미디어,2020년 11월,"14,400",,https://image.yes24.com/goods/95287470/L,95287470
강화학습/심층강화학습 특강,아들랑 드 폰테베,위키북스,2021년 06월,"24,300",10,https://image.yes24.com/goods/102222058/L,102222058
컴퓨팅 사고와 파이썬,김지연,한빛아카데미,2021년 05월,"24,000",,https://image.yes24.com/goods/101965449/L,101965449
데이터 과학을 위한 파이썬 머신러닝,최성철,한빛아카데미,2022년 01월,"30,000",,https://image.yes24.com/goods/105866234/L,105866234
파이썬으로 배우는 자료 구조 핵심 원리,양태환,길벗,2021년 08월,"19,800",10,https://image.yes24.com/goods/103190368/L,103190368
데이터를 다루며 배우는 파이썬,찰스 세브란스,인사이트(insight),2019년 08월,"16,200",,https://image.yes24.com/goods/77401048/L,77401048
실무가 훤히 보이는 머신러닝 & 딥러닝,마창수,책만,2019년 07월,"23,400",,https://image.yes24.com/goods/76893595/L,76893595
파이썬 마스터 1·2급,유성열,명진씨앤피,2021년 11월,"19,800",2,https://image.yes24.com/goods/104744348/L,104744348
코딩천재의 비법노트 3단계,브레인 퀘스트,우리학교,2021년 12월,"11,700",,https://image.yes24.com/goods/105803856/L,105803856
파이썬으로 시작하는 로봇 활용 SW 교육 : 햄스터,황준,영진닷컴,2020년 03월,"16,200",8.5,https://image.yes24.com/goods/88429236/L,88429236
머신러닝 도감,아키바 신야,제이펍,2019년 12월,"23,400",,https://image.yes24.com/goods/84809164/L,84809164
파이썬으로 배우는 공업수학,김도영,지오북스,2022년 02월,"30,000",,https://image.yes24.com/goods/107655186/L,107655186
직장인을 위한 실무 데이터 분석 with 엑셀,선양미,길벗,2020년 08월,"19,800",9.5,https://image.yes24.com/goods/91785181/L,91785181
파이썬,우재남,한빛아카데미,2016년 07월,"22,000",9.4,https://image.yes24.com/goods/30075248/L,30075248
생각대로 파이썬 파이썬 첫걸음,전현희,잇플ITPLE,2021년 01월,"20,700",10,https://image.yes24.com/goods/96669652/L,96669652
파이썬을 활용한 데이터 길들이기,캐서린 자멀,인사이트(insight),2017년 08월,"29,700",10,https://image.yes24.com/goods/44521924/L,44521924
퍼즐로 배우는 알고리즘 with 파이썬,SRINI DEVADAS,영진닷컴,2019년 09월,"18,000",9.7,https://image.yes24.com/goods/78567028/L,78567028
이제 시작이야! 컴퓨팅 사고력으로 인공지능까지 파이썬,전수진,연두에디션,2022년 01월,"23,000",,https://image.yes24.com/goods/106540957/L,106540957
한권으로 파이썬과 드론 날로 먹기 인공지능 편,이현종,잇플ITPLE,2021년 04월,"98,000",,https://image.yes24.com/goods/97966976/L,97966976
퀀트 전략 파이썬으로 세워라,박준규,비제이퍼블릭(BJ퍼블릭),2019년 04월,"21,600",8,https://image.yes24.com/goods/72157780/L,72157780
파이썬을 이용한 통계분석,이원우,자유아카데미,2022년 04월,"36,000",,https://image.yes24.com/goods/108851761/L,108851761
누구나 파이썬,전익진,디스커버리미디어,2022년 01월,"15,750",,https://image.yes24.com/goods/105536142/L,105536142
처음 시작하는 파이썬 프로그래밍,김동근,가메출판사,2018년 03월,"16,200",,https://image.yes24.com/goods/59415521/L,59415521
이토록 쉬운 딥러닝을 위한 기초 수학 with 파이썬,마스이 도시카츠,루비페이퍼,2019년 08월,"25,200",8.9,https://image.yes24.com/goods/77282770/L,77282770
아두이노와 피지컬 컴퓨팅 with 파이썬,이원규,교학사,2018년 12월,"14,400",,https://image.yes24.com/goods/67449987/L,67449987
코딩수학 파이썬 1,김상권,지오아카데미,2021년 09월,"17,000",,https://image.yes24.com/goods/102627508/L,102627508
파이썬을 이용한 수치해석,박철근,자유아카데미,2022년 02월,"33,000",,https://image.yes24.com/goods/107472939/L,107472939
파이썬아 반가워!,곽문기,다락원,2018년 08월,"12,420",9.9,https://image.yes24.com/goods/64087050/L,64087050
파이썬 프로그래밍,박영권,시대인,2022년 01월,"19,800",10,https://image.yes24.com/goods/105913438/L,105913438
한권으로 개발자가 원하던 파이썬 심화 A to Z,문용준,잇플ITPLE,2019년 11월,"28,800",9,https://image.yes24.com/goods/84183174/L,84183174
쉽게 배우는 파이썬 with 컴퓨팅 사고력,황혜정,글로벌,2017년 08월,"18,000",,https://image.yes24.com/goods/45018659/L,45018659
파이썬 네트워크 자동화,최병철,에이콘출판사,2019년 07월,"40,500",,https://image.yes24.com/goods/76456160/L,76456160
마케터의 파이썬,정희석,e비즈북스,2022년 01월,"19,800",,https://image.yes24.com/goods/106348870/L,106348870
파이썬으로 배우는 웹 크롤러,박정태,정보문화사,2018년 01월,"22,500",7.8,https://image.yes24.com/goods/57917885/L,57917885
파이썬답게 코딩하기,심경섭,비제이퍼블릭(BJ퍼블릭),2018년 04월,"18,000",8.4,https://image.yes24.com/goods/60493752/L,60493752
파이썬 함수 사용 설명서,권판검,글로벌,2021년 08월,"19,800",,https://image.yes24.com/goods/103302976/L,103302976
파이썬으로 배우는 데이터 과학 입문과 실습,데이비 실린,위키북스,2018년 02월,"24,300",10,https://image.yes24.com/goods/58511072/L,58511072
파이썬으로 배우는 영상처리,Sandipan Dey,홍릉과학출판사,2020년 01월,"33,000",,https://image.yes24.com/goods/83555436/L,83555436
컴퓨팅 사고와 소프트웨어 with 파이썬,성태응,인피니티북스,2022년 03월,"25,000",,https://image.yes24.com/goods/107904737/L,107904737
파이썬을 여행하는 히치하이커를 위한 안내서,케네스 레이츠,인사이트(insight),2017년 10월,"24,300",9,https://image.yes24.com/goods/55258117/L,55258117
R과 파이썬 머신러닝 어프로치,강병서,한경사,2020년 05월,"35,000",,https://image.yes24.com/goods/90554031/L,90554031
한번에 이해되는 파이썬 기초 실습,고응남,인피니티북스,2022년 04월,"25,000",,https://image.yes24.com/goods/109002247/L,109002247
파이썬과 주피터 노트북 기반의 SAS Viya,강봉주,자유아카데미,2021년 10월,"33,000",,https://image.yes24.com/goods/104479557/L,104479557
