title,author,publisher,pub_date,price,score,image_src,image_name
"파이썬 기초의 모든 것, 14개의 코딩 이야기!",박영호,교학사,2018년 04월,"10,800",,https://image.yes24.com/goods/59578583/L,59578583
파이썬으로 배우는 수학적 프로그래밍,알란 M. 스테이블리,프리렉,2015년 08월,"22,500",9.5,https://image.yes24.com/goods/19994035/L,19994035
제대로 배우는 파이썬,홍의경,생능출판사,2022년 03월,"32,000",,https://image.yes24.com/goods/108016465/L,108016465
사이버파이와 함께하는 인공지능 파이썬&블럭코딩,창의융합과학,창의융합과학,2021년 12월,"22,500",,https://image.yes24.com/goods/106712868/L,106712868
파이썬을 이용한 빅데이터 분석,유성준,21세기사,2018년 10월,"25,000",,https://image.yes24.com/goods/65490086/L,65490086
핵심만 쏙쏙 파이썬,양숙희,연두에디션,2020년 02월,"19,000",10,https://image.yes24.com/goods/88319108/L,88319108
컴퓨팅 사고와 함께하는 파이썬 기초부터 인공지능 응용까지,김성백,연두에디션,2019년 12월,"24,000",10,https://image.yes24.com/goods/86544334/L,86544334
과학적 컴퓨팅을 위한 파이썬,이정환,홍릉과학출판사,2019년 09월,"25,000",,https://image.yes24.com/goods/78699939/L,78699939
Try! helloworld 파이썬,정윤원,길벗,2017년 02월,"16,200",10,https://image.yes24.com/goods/35907623/L,35907623
더 탄탄하게 배우는 파이썬 3,제드 쇼,성안당,2018년 08월,"18,000",9,https://image.yes24.com/goods/63796161/L,63796161
딱 하루에 끝내는 파이썬 핵심기초,더 코딩 칼리지,BOOKK(부크크),2020년 05월,"12,700",,https://image.yes24.com/goods/90397604/L,90397604
비주얼 수학 + 비주얼 코딩 스크래치&파이썬 세트,캐롤 보더먼,청어람미디어,2016년 12월,"37,440",9.6,https://image.yes24.com/goods/34961592/L,34961592
데이터 분석을 위한 파이썬 철저 입문,최은석,위키북스,2019년 04월,"25,200",,https://image.yes24.com/goods/72133792/L,72133792
머신러닝 & 딥러닝 입문 with 사이킷런 + 파이토치,홍승백,루비페이퍼,2021년 08월,"25,200",10,https://image.yes24.com/goods/103412517/L,103412517
쓰면서 익히는 알고리즘과 자료구조,윤대석,한빛미디어,2021년 03월,"23,400",9.4,https://image.yes24.com/goods/98828718/L,98828718
"프로그래머를 위한 수학 : 파이썬으로 하는 3D 그래픽스, 시뮬레이션, 머신러닝",폴 올랜드,한빛아카데미,2021년 12월,"42,000",,https://image.yes24.com/goods/106045879/L,106045879
파이썬 프로그래밍,유영환,부산대학교출판문화원,2021년 08월,"24,000",,https://image.yes24.com/goods/103631542/L,103631542
기초 수학으로 이해하는 머신러닝 알고리즘,타테이시 켄고,위키북스,2018년 02월,"19,800",,https://image.yes24.com/goods/58511068/L,58511068
파이썬으로 배우는 자료구조 프로그래밍,유석종,휴먼싸이언스,2022년 02월,"25,000",,https://image.yes24.com/goods/107524929/L,107524929
내 일을 바꾸는 업무 자동화,이태화,프리렉,2020년 06월,"19,800",8.6,https://image.yes24.com/goods/90451960/L,90451960
쉽게 이해되는 파이썬 프로그래밍,유석종,인피니티북스,2022년 02월,"27,000",,https://image.yes24.com/goods/107904746/L,107904746
파이썬과 함께하는 대학 미분적분학,이정례,교우사(오판근),2022년 03월,"25,000",,https://image.yes24.com/goods/107529252/L,107529252
파이썬 딥러닝으로 시작하는 이상 징후 탐지 (한국어판),박기웅,홍릉,2021년 09월,"37,000",,https://image.yes24.com/goods/103614647/L,103614647
파이썬 해킹 입문,조성문,프리렉,2014년 12월,"20,700",7.5,https://image.yes24.com/goods/15333939/L,15333939
파이썬 프로그래밍 교과서,제니퍼 캠벨,길벗,2019년 04월,"20,700",,https://image.yes24.com/goods/71966864/L,71966864
파이썬으로 완성하는 비지도 학습 알고리즘,송동근,비제이퍼블릭(BJ퍼블릭),2021년 12월,"30,600",9.5,https://image.yes24.com/goods/105751140/L,105751140
그림과 함께하는 파이썬 수업,최윤철,생능출판사,2021년 11월,"28,000",10,https://image.yes24.com/goods/104720383/L,104720383
돈 되는 파이썬 인공지능 프로그래밍,아카이시 마사노리,위키북스,2021년 06월,"22,500",,https://image.yes24.com/goods/102220916/L,102220916
파이썬과 함께하는 AI젯봇,아이씨뱅큐,아이씨뱅큐,2021년 05월,"22,500",,https://image.yes24.com/goods/102099802/L,102099802
슬기로운 파이썬생활 데이터 싹쓰리 & 업무자동화,서진수,가치랩스,2020년 11월,"33,000",9.8,https://image.yes24.com/goods/95878638/L,95878638
PySpark 배우기,토마스 드라바스,에이콘출판사,2017년 10월,"27,000",,https://image.yes24.com/goods/54701077/L,54701077
코딩 초보자를 위한 데이터 중심의 파이썬 프로그래밍,길준민,인피니티북스,2019년 12월,"22,000",,https://image.yes24.com/goods/89564297/L,89564297
코딩마법서 파이썬 1권 STONE,오일러,오일러,2021년 04월,"40,500",,https://image.yes24.com/goods/100026767/L,100026767
알고리즘과 파이썬,채진석,정익사,2019년 08월,"27,000",,https://image.yes24.com/goods/77203392/L,77203392
금융 전문가를 위한 머신러닝 알고리즘,얀네스 클라스,위키북스,2021년 01월,"31,500",,https://image.yes24.com/goods/96427004/L,96427004
"머신 러닝을 위한 수학 with 파이썬, R",이원상,길벗,2020년 08월,"21,600",6.3,https://image.yes24.com/goods/91790187/L,91790187
이공학을 위한 파이썬 프로그래밍,정동호,내하출판사,2020년 03월,"22,000",,https://image.yes24.com/goods/89785457/L,89785457
손에 잡히는 판다스,문용준,비제이퍼블릭(BJ퍼블릭),2018년 11월,"28,800",7.3,https://image.yes24.com/goods/66992837/L,66992837
알기 쉬운 인공지능 with 파이썬,김현정,인피니티북스,2021년 09월,"22,000",,https://image.yes24.com/goods/103552440/L,103552440
파이썬·케라스로 시작하는 AI기초,천상훈,복두출판사,2021년 07월,"15,000",,https://image.yes24.com/goods/102900417/L,102900417
파이썬으로 텍스트 분석하기,윤태일,늘봄,2018년 12월,"17,100",,https://image.yes24.com/goods/77708059/L,77708059
모던 파이썬 입문,아나 벨,길벗,2019년 10월,"23,400",,https://image.yes24.com/goods/79651820/L,79651820
파이썬과 NumPy로 배우는 선형대수,이정주,비제이퍼블릭(BJ퍼블릭),2019년 09월,"23,400",9.5,https://image.yes24.com/goods/78896144/L,78896144
인공지능과 함께 하는 파이썬,복거철,성진미디어,2021년 11월,"15,000",,https://image.yes24.com/goods/107664021/L,107664021
머신러닝을 위한 파이썬 한 조각,박성호,비제이퍼블릭(BJ퍼블릭),2020년 02월,"21,600",9.8,https://image.yes24.com/goods/87663679/L,87663679
플로우가 보이는 머신러닝 프로젝트,임선집,루비페이퍼,2022년 05월,"28,800",,https://image.yes24.com/goods/109753620/L,109753620
파이썬 코딩 0교시,줄리 스웨이,프리렉,2021년 04월,"16,200",9.7,https://image.yes24.com/goods/100042246/L,100042246
컴퓨터 사이언스 부트캠프 with 파이썬,양태환,길벗,2018년 02월,"21,600",10,https://image.yes24.com/goods/58552941/L,58552941
파이썬,박병기,아티오,2017년 01월,"20,700",,https://image.yes24.com/goods/35188929/L,35188929
러닝 파이썬 하편,마크 루츠,제이펍,2018년 03월,"34,200",,https://image.yes24.com/goods/59286514/L,59286514
입문자를 위한 파이썬 프로그래밍,김상근,북스홀릭퍼블리싱,2021년 08월,"19,800",,https://image.yes24.com/goods/103288274/L,103288274
파이썬 데이터 전처리 및 탐색 라이브러리,허진경,BOOKK(부크크),2021년 09월,"29,400",,https://image.yes24.com/goods/104409110/L,104409110
통계학 : 파이썬을 이용한 분석,박진호,자유아카데미,2018년 08월,"30,000",,https://image.yes24.com/goods/63859643/L,63859643
가장 쉬운 파이썬 입문교실,오오사와 후미타카,영진닷컴,2018년 07월,"15,300",8,https://image.yes24.com/goods/61815208/L,61815208
러닝 파이썬 세트,마크 루츠,제이펍,2018년 03월,"68,400",8.5,https://image.yes24.com/goods/59317494/L,59317494
진짜 코딩하며 배우는 파이썬 바리스타 프로그램 만들기,서민우,앤써북,2020년 08월,"15,930",9.7,https://image.yes24.com/goods/91285257/L,91285257
파이썬과 함께 배우는 신호와 시스템,남승현,홍릉,2020년 03월,"28,000",,https://image.yes24.com/goods/89563900/L,89563900
파이썬 연습,김기용,그린 (윤덕우),2022년 02월,"26,000",,https://image.yes24.com/goods/107653913/L,107653913
누구나 쉽게 배우는 코딩,브라이슨 페인,비제이퍼블릭(BJ퍼블릭),2015년 10월,"24,750",,https://image.yes24.com/goods/20520429/L,20520429
파이썬으로 움직이는 EV3 로봇,황일규,복두출판사,2021년 07월,"22,000",,https://image.yes24.com/goods/102741486/L,102741486
수학적 모델링 콘텐츠 파이썬 1,김준석,지오북스,2021년 09월,"11,000",,https://image.yes24.com/goods/102717465/L,102717465
파이썬과 코랩기반의 OpenCV로 배우는 영상처리,고병철,그린,2022년 01월,"20,000",,https://image.yes24.com/goods/105881105/L,105881105
파이썬으로 배우는 소프트웨어 디자인,김홍준,인피니티북스,2020년 02월,"20,000",,https://image.yes24.com/goods/89553202/L,89553202
파이썬으로 배우는 수치 데이터 처리,김동근,가메출판사,2020년 03월,"19,800",,https://image.yes24.com/goods/89430174/L,89430174
10대를 위한 파이썬 교과서,아리스티데스 보우라스,교학사,2020년 01월,"19,800",,https://image.yes24.com/goods/85961001/L,85961001
빠르게 활용하는 파이썬 3.6 프로그래밍,신호철,위키북스,2017년 07월,"27,000",10,https://image.yes24.com/goods/43751272/L,43751272
파이썬에 참 좋은 PyCharm,테리엇,비제이퍼블릭(BJ퍼블릭),2019년 10월,"20,700",6,https://image.yes24.com/goods/80923978/L,80923978
ELS 평가를 위한 몬테카를로 시뮬레이션과 유한차분법 : 파이썬 활용,한현수,지오북스,2019년 11월,"19,000",,https://image.yes24.com/goods/80853210/L,80853210
파이썬 객체지향 프로그래밍,성백균,홍릉,2021년 02월,"25,000",,https://image.yes24.com/goods/98270984/L,98270984
"만들면서 배우는 파이썬 하나, 둘, 셋",나인섭,연두에디션,2021년 12월,"20,000",10,https://image.yes24.com/goods/106337736/L,106337736
파이썬 고급 딥러닝,Ivan Vasilev,홍릉과학출판사,2021년 11월,"39,000",,https://image.yes24.com/goods/105248835/L,105248835
파이썬 딥러닝 프로젝트,Matthew Lamons,홍릉과학출판사,2021년 11월,"39,000",,https://image.yes24.com/goods/105248830/L,105248830
파이썬과 Fraudit을 활용한 회계부정적발,안정국,아진(교재),2021년 08월,"47,500",,https://image.yes24.com/goods/103303929/L,103303929
한권으로 파이썬 데이터 사이언스 입문 AtoZ,문성혁,잇플ITPLE,2020년 01월,"26,100",8.9,https://image.yes24.com/goods/85477574/L,85477574
파이썬 인 프랙티스,오현석,위키북스,2014년 09월,"25,200",,https://image.yes24.com/goods/14306425/L,14306425
왕초보를 위한 파이썬 프로그래밍 입문서,Dave Lee,아티오,2017년 07월,"10,800",8.8,https://image.yes24.com/goods/43504370/L,43504370
파이썬 해킹프로그래밍,한상준,(주)박영사,2019년 03월,"14,000",,https://image.yes24.com/goods/71029675/L,71029675
모두를 위한 파이썬,Cay Horstmann,한티에듀,2020년 03월,"35,000",,https://image.yes24.com/goods/97986625/L,97986625
파이썬과 OpenCV로 실습하며 배우는 영상처리,김성영,카오스북,2021년 03월,"23,000",,https://image.yes24.com/goods/97913442/L,97913442
따라하면서 배우는 파이썬,이상철,복두출판사,2021년 12월,"13,000",,https://image.yes24.com/goods/106026560/L,106026560
알기쉬운 파이썬,시바타 아츠시,광문각,2018년 05월,"23,000",,https://image.yes24.com/goods/61268446/L,61268446
코딩 클럽 LV3. 제대로 된 파이썬 앱 만들기,크리스 로피,한빛미디어,2015년 11월,"9,000",,https://image.yes24.com/goods/22907162/L,22907162
파이썬 자료구조,김병호,홍릉,2021년 07월,"15,000",,https://image.yes24.com/goods/103165137/L,103165137
헬로! 파이썬 프로그래밍,워렌 산데,위키북스,2015년 09월,"24,300",10,https://image.yes24.com/goods/20104204/L,20104204
쉽게 배우는 파이썬,김은옥,삼양미디어,2021년 07월,"16,200",,https://image.yes24.com/goods/102502730/L,102502730
파이썬 코딩의 기초,조연상,상학당,2021년 07월,"32,000",,https://image.yes24.com/goods/102277398/L,102277398
파이썬 Phython,김영천,기한재,2020년 02월,"25,000",,https://image.yes24.com/goods/89417518/L,89417518
파이썬을 이용한 컴퓨터 과학 입문,로버트 세지윅,길벗,2019년 12월,"43,200",10,https://image.yes24.com/goods/85111306/L,85111306
데이터 분석을 위한 파이썬,오경선,인피니티북스,2022년 03월,"25,000",,https://image.yes24.com/goods/108549687/L,108549687
파이썬으로 구현하는 AI 이해와 활용,박상배,일진사,2022년 03월,"19,800",,https://image.yes24.com/goods/108019868/L,108019868
쏙 들어오는 파이썬 프로그래밍,진민,휴먼싸이언스,2020년 12월,"20,000",,https://image.yes24.com/goods/95734439/L,95734439
파이썬 활용 산업응용수학의 기본,김준석,지오북스,2020년 09월,"15,000",,https://image.yes24.com/goods/91418972/L,91418972
개발자를 위한 파이썬,윤웅식,한빛미디어,2017년 11월,"18,000",7.8,https://image.yes24.com/goods/55997735/L,55997735
러닝스쿨! 파이썬 교과서,쿠지라 히코우즈쿠에,위키북스,2017년 07월,"19,800",,https://image.yes24.com/goods/44133115/L,44133115
파이썬 예제와 함께하는 강화학습,김승현,홍릉과학출판사,2019년 06월,"22,000",,https://image.yes24.com/goods/77254784/L,77254784
72시간 파이썬 정복,이승현,광문각,2019년 07월,"24,000",,https://image.yes24.com/goods/76891961/L,76891961
파이썬을 활용한 크롤러 개발과 스크레이핑 입문,카토 카츠야,위키북스,2019년 07월,"27,000",,https://image.yes24.com/goods/76488159/L,76488159
파이썬의 신,김주현,로드북,2016년 12월,"24,300",8,https://image.yes24.com/goods/34569812/L,34569812
코딩 클럽 LV4. 파이썬 프로그래밍 아트,크리스 로피,한빛미디어,2016년 10월,"9,000",,https://image.yes24.com/goods/32452780/L,32452780
파이썬으로 실무에 바로 적용하는 머신 러닝,강봉주,에이콘출판사,2019년 01월,"27,000",,https://image.yes24.com/goods/68729176/L,68729176
파이썬으로 배우는 머신러닝 입문,오제키 마사유키,성안당,2021년 04월,"17,820",,https://image.yes24.com/goods/99475472/L,99475472
인공지능 파이썬 기초다지기,김찬교,홍릉과학출판사,2022년 06월,"13,000",,https://image.yes24.com/goods/110244050/L,110244050
파이썬 데이터 분석,장용식,생능출판사,2022년 02월,"28,000",,https://image.yes24.com/goods/108023856/L,108023856
파이썬 프로그래밍,조인석,혜지원,2016년 03월,"24,300",10,https://image.yes24.com/goods/24803135/L,24803135
달구나 파이썬!,노순국,연두에디션,2021년 12월,"20,000",,https://image.yes24.com/goods/106337715/L,106337715
통계를 위한 파이썬 프로그래밍,김진성,가메출판사,2021년 09월,"22,500",,https://image.yes24.com/goods/103752025/L,103752025
파이썬으로 시작하는 라즈베리파이 3,김경신,복두출판사,2018년 03월,"16,000",6,https://image.yes24.com/goods/59574608/L,59574608
파이썬으로 배우는 프로그래밍 기초,임좌상,인피니티북스,2018년 02월,"23,000",,https://image.yes24.com/goods/59199240/L,59199240
구글로 공부하는 파이썬,김용재,비제이퍼블릭(BJ퍼블릭),2018년 03월,"37,800",7,https://image.yes24.com/goods/59066361/L,59066361
파이썬 프로그래밍 핵심,전희성,UUP,2021년 02월,"13,000",,https://image.yes24.com/goods/101973315/L,101973315
신비한 파이썬 프로젝트,리 본,영진닷컴,2020년 05월,"21,600",,https://image.yes24.com/goods/90198972/L,90198972
파이썬 터틀 그래픽을 이용한 프로그래밍 코딩,정민영,21세기사,2017년 09월,"20,000",,https://image.yes24.com/goods/45542659/L,45542659
파이썬 입문 A to Z,문용준,잇플ITPLE,2019년 06월,"14,850",,https://image.yes24.com/goods/74265336/L,74265336
기본에 집중한 파이썬 프로그래밍,손승일,21세기사,2022년 01월,"30,000",,https://image.yes24.com/goods/106560536/L,106560536
한권으로 파이썬과 드론 날로 먹기 인공지능 편,이현종,잇플ITPLE,2021년 12월,"107,800",,https://image.yes24.com/goods/106157392/L,106157392
필수 알고리즘 with 파이썬,박선주,영진닷컴,2018년 10월,"14,400",8.6,https://image.yes24.com/goods/65050088/L,65050088
실전 스케일링 파이썬 프로그래밍,줄리안 단주,인사이트(insight),2018년 08월,"17,100",10,https://image.yes24.com/goods/63747074/L,63747074
컴맹을 위한 파이썬,정덕,디지털북스,2018년 07월,"10,800",,https://image.yes24.com/goods/62163360/L,62163360
파이썬 입문에서 활용까지 세트,민형기,비제이퍼블릭(BJ퍼블릭),2018년 03월,"62,550",8.4,https://image.yes24.com/goods/59435907/L,59435907
Do it! 점프 투 파이썬 + Do it! 자료구조와 함께 배우는 알고리즘 입문 : 파이썬 편 + Do it! 파이썬 생활 프로그래밍,박응용,이지스퍼블리싱,,"54,720",9.6,https://image.yes24.com/goods/91446242/L,91446242
Do it! 점프 투 파이썬 + Do it! 파이썬 생활 프로그래밍,박응용,이지스퍼블리싱,,"34,920",9.6,https://image.yes24.com/goods/91446225/L,91446225
Do it! 점프 투 파이썬 + Do it! 첫 파이썬,엘리스 코딩,이지스퍼블리싱,,"29,520",9.6,https://image.yes24.com/goods/91446188/L,91446188
파이썬 기반의 natural 컴퓨팅,잔카를로 자코네,홍릉,2020년 05월,"33,000",,https://image.yes24.com/goods/90179726/L,90179726
파이썬으로 배우는 프로그래밍 기초,크리스 로피,한빛아카데미,2016년 08월,"13,000",,https://image.yes24.com/goods/89464542/L,89464542
파이썬으로 구현하는 고급 머신 러닝,존 하티,에이콘출판사,2017년 08월,"29,700",,https://image.yes24.com/goods/44331105/L,44331105
처음 시작하는 파이썬 코딩,문병수,(유)캐멀컨설팅,2017년 07월,"14,400",,https://image.yes24.com/goods/44135465/L,44135465
파이썬에 기반한 케라스 딥러닝 실전,씨에량,광문각,2019년 10월,"27,000",,https://image.yes24.com/goods/80389565/L,80389565
Do it! 점프 투 파이썬 + 딥러닝 입문,박응용,이지스퍼블리싱,,"34,740",9.6,https://image.yes24.com/goods/79672557/L,79672557
내가 하는 사물인터넷 프로그래밍 1 라즈베리 파이 파이썬 편,설상동,지식과감성#,2017년 03월,"18,000",10,https://image.yes24.com/goods/37140086/L,37140086
파이썬 프로그래밍,이광수,휴먼싸이언스,2017년 02월,"20,000",,https://image.yes24.com/goods/36873334/L,36873334
파이썬 튜토리얼,장혜진,홍릉과학출판사,2019년 02월,"32,000",,https://image.yes24.com/goods/72140694/L,72140694
파이썬을 이용한 실전 프로그래밍,Ljubomir Perkovic,홍릉과학출판사,2019년 04월,"35,000",,https://image.yes24.com/goods/71993469/L,71993469
백박스 기반의 파이썬 2.7,오동진,에이콘출판사,2016년 09월,"22,500",,https://image.yes24.com/goods/32280914/L,32280914
파이썬 프로그램,박진표,경남대학교출판부,2018년 12월,"25,000",,https://image.yes24.com/goods/68283531/L,68283531
컴퓨터 사고력 향상을 위한 데이터 구조 및 알고리즘 - 파이썬편,정인기,홍릉과학출판사,2022년 06월,"27,000",,https://image.yes24.com/goods/110105864/L,110105864
Do it! 점프 투 파이썬 + 파이썬 라이브러리 예제 편,박응용,이지스퍼블리싱,2022년 05월,"40,320",9.6,https://image.yes24.com/goods/109589637/L,109589637
파이썬 데이터계산 행렬수학,김종률,경문사,2020년 12월,"29,000",,https://image.yes24.com/goods/97684725/L,97684725
"안녕, 파이썬",김학인,북랩,2022년 03월,"16,110",,https://image.yes24.com/goods/107995262/L,107995262
기계학습 기반의 파이썬 활용,황철현,성진미디어,2021년 11월,"18,000",,https://image.yes24.com/goods/107687921/L,107687921
파이썬 프로그래밍,Guttag,홍릉과학출판사,2016년 03월,"23,000",,https://image.yes24.com/goods/24809982/L,24809982
공학텍스트북 파이썬 수치해석,Qingkai Kong,휴먼싸이언스,2022년 02월,"33,000",,https://image.yes24.com/goods/107460790/L,107460790
파이썬 프로그래밍 기초부터 응용까지 세트,오현석,에이콘출판사,2014년 02월,"61,200",,https://image.yes24.com/goods/12041397/L,12041397
스펙트럼 머신러닝 with 파이썬,장철원,비제이퍼블릭(BJ퍼블릭),2021년 12월,"64,350",9.4,https://image.yes24.com/goods/106481016/L,106481016
맛있게 읽는 말랑말랑 파이썬 유쾌한 맛!,신유선,북스힐,2022년 01월,"15,200",10,https://image.yes24.com/goods/106472481/L,106472481
컴퓨팅사고와 파이썬 프로그래밍,김영탁,홍릉,2022년 01월,"34,000",,https://image.yes24.com/goods/106356503/L,106356503
국가대표 파이썬 첫걸음,The Coding College Instructors,더코딩칼리지,2018년 07월,"21,420",10,https://image.yes24.com/goods/62157627/L,62157627
실습을 통해 쉽게 배우는 파이썬,임정목,현우사,2018년 03월,"19,000",,https://image.yes24.com/goods/61270479/L,61270479
입문에서 실무까지 완벽 정리 파이썬,임정목,현우사,2018년 03월,"24,000",,https://image.yes24.com/goods/61261372/L,61261372
컴퓨팅 사고력을 키워주는 파이썬 프로그래밍,김성호,글로벌,2017년 12월,"16,200",,https://image.yes24.com/goods/61260649/L,61260649
파이썬으로 구현한 인공지능,박태희,홍릉,2021년 09월,"23,000",,https://image.yes24.com/goods/103614599/L,103614599
유튜버 주간컴공 지마&참깨의 프리패스 파이썬,지마,고시고시,2020년 09월,"16,200",,https://image.yes24.com/goods/93391899/L,93391899
라이노 파이썬,김성욱,창조와지식,2021년 06월,"10,800",,https://image.yes24.com/goods/102471590/L,102471590
파이썬으로 시작하는 데이터 과학,심송용,교우,2022년 06월,"36,000",,https://image.yes24.com/goods/110135268/L,110135268
실전 파이썬 프로그래밍,줄리안 단주,인사이트(insight),2014년 12월,"15,300",8,https://image.yes24.com/goods/15418826/L,15418826
경영학과 함께하는 파이썬 인공지능,박경욱,드림미디어(안기열),2022년 03월,"28,000",,https://image.yes24.com/goods/108604894/L,108604894
깐깐하게 배우는 파이썬,제드쇼,인사이트(insight),2014년 11월,"21,600",7.5,https://image.yes24.com/goods/15240210/L,15240210
파이썬으로 배우는 소프트웨어와 인공지능,조행래,영남대학교출판부(知YU智),2022년 03월,"25,000",,https://image.yes24.com/goods/108405946/L,108405946
파이썬 프로젝트 Active 개발 가이드,최원우,아이콕스(iCox),2019년 08월,"19,000",,https://image.yes24.com/goods/78213057/L,78213057
파이썬으로 시작하는 컴퓨터 과학 입문,존 M. 젤,인사이트(insight),2017년 08월,"27,000",,https://image.yes24.com/goods/44503003/L,44503003
파이썬 프로그래밍,손승일,21세기사,2022년 01월,"30,000",,https://image.yes24.com/goods/106560534/L,106560534
파이썬 웹 프로그래밍 에센셜 개정판,김승구,BOOKK(부크크),2021년 02월,"22,200",,https://image.yes24.com/goods/97584256/L,97584256
파이썬3 입문과 활용,심윤식,지란지교에듀랩,2021년 02월,"24,300",,https://image.yes24.com/goods/97544587/L,97544587
중1수학(상) 파이썬 프로그래밍,정기철,홍릉과학출판사,2017년 03월,"16,000",,https://image.yes24.com/goods/37960961/L,37960961
초간단 파이썬 입문서,유채곤,BOOKK(부크크),2017년 02월,"9,200",,https://image.yes24.com/goods/37204380/L,37204380
시작북 파이썬,코딩 코치스,BOOKK(부크크),2020년 12월,"11,000",,https://image.yes24.com/goods/96581749/L,96581749
진짜 쉽고 쓸모 있는 언어 파이썬,안진섭,성안당,2016년 10월,"24,300",,https://image.yes24.com/goods/32692605/L,32692605
비전공자도 쉽게 이해하는 파이썬 입문,윤선영,아이콕스(iCox),2021년 07월,"19,000",,https://image.yes24.com/goods/102641435/L,102641435
파이썬과 케라스로 배우는 대소니의 딥러닝 기초,김철우,디지털북스,2018년 04월,"20,700",,https://image.yes24.com/goods/59414266/L,59414266
컴퓨터 비전공자를 위한 파이썬을 활용한 기초컴퓨터프로그래밍,유영환,부산대학교출판부(PNU Press),2017년 08월,"24,000",,https://image.yes24.com/goods/58479239/L,58479239
25시간만에 배우는 머신러닝 예제 : 파이썬 활용,김준석,이모션미디어,2018년 01월,"15,000",,https://image.yes24.com/goods/57920708/L,57920708
하루에 쪼갠다 파이썬,코딩코치스,BOOKK(부크크),2020년 08월,"9,800",,https://image.yes24.com/goods/92137631/L,92137631
파이선으로 쉽게 배우는 프로그래밍 입문,조인석,한빛아카데미,2017년 12월,"21,000",,https://image.yes24.com/goods/57764788/L,57764788
Django 한 그릇 뚝딱,문범우,비제이퍼블릭(BJ퍼블릭),2019년 11월,"25,200",9,https://image.yes24.com/goods/83568594/L,83568594
EV3 로봇 창작 프로젝트,김형기,삼양미디어,2020년 11월,"16,200",,https://image.yes24.com/goods/94482730/L,94482730
소프트웨어와 문제해결,조대제,인피니티북스,2019년 12월,"20,000",,https://image.yes24.com/goods/89522045/L,89522045
딥러닝 AI프로젝트 실사례,산타누 파타나야크,홍릉,2020년 03월,"29,000",,https://image.yes24.com/goods/89462458/L,89462458
알파회계,김태식,와이북스,2017년 09월,"15,000",,https://image.yes24.com/goods/51189995/L,51189995
추천 엔진을 구축하기 위한 기본서,수레시 고라칼라,에이콘출판사,2017년 09월,"29,700",2,https://image.yes24.com/goods/45505030/L,45505030
빅데이터 시각화,제임스 밀러,에이콘출판사,2019년 11월,"25,200",,https://image.yes24.com/goods/82892901/L,82892901
컴퓨터 프로그래밍 첫걸음,성창규,앤아이컴즈,2016년 03월,"20,000",6,https://image.yes24.com/goods/29134577/L,29134577
텐서플로로 시작하는 딥러닝 입문,아다치 하루카,위키북스,2019년 01월,"18,000",,https://image.yes24.com/goods/67712406/L,67712406
텐서플로로 하는 딥러닝 기초와 응용,파올로 갈리오니,에이콘출판사,2020년 11월,"27,000",,https://image.yes24.com/goods/95544092/L,95544092
우아한 사이파이,후안 누네즈-이글레시아스,한빛미디어,2018년 06월,"25,200",9.1,https://image.yes24.com/goods/60896253/L,60896253
화살표를 따라가며 패턴을 익히는 화살표 코딩 2,맥스 웨인라이트,길벗어린이,2017년 12월,"9,500",10,https://image.yes24.com/goods/57619712/L,57619712
